Time,BestBid,BestAsk,Spread,Depth,Fundamental,Volatility,Slippage
2025-12-18 16:28:46.898499000,122.711,123.711,1,0,123.211,0,1.51958
2025-12-18 16:28:46.909903800,122.94,123.06,0.12,611,123.237,0.105598,0.678178
2025-12-18 16:28:46.921415200,122.763,123.763,1,0,123.263,0.113773,0.538902
2025-12-18 16:28:46.932888800,123.32,123.44,0.12,999,123.289,0.137629,0.243263
2025-12-18 16:28:46.942664600,123.4,123.44,0.04,749,123.315,0.148229,0.214215
2025-12-18 16:28:46.954442300,123.08,123.32,0.24,1095,123.341,0.136849,0.251042
2025-12-18 16:28:46.964929200,123.55,123.56,0.01,1219,123.367,0.166631,0.185399
2025-12-18 16:28:46.974234700,123.17,123.42,0.25,792,123.393,0.155878,0.288645
2025-12-18 16:28:46.983726500,123.53,123.59,0.06,702,123.419,0.169616,0.186492
2025-12-18 16:28:46.994838200,123.34,123.57,0.23,547,123.445,0.165896,0.288215
2025-12-18 16:28:47.004870500,122.971,123.971,1,0,123.471,0.162979,0.939561
2025-12-18 16:28:47.012511100,122.996,123.996,1,0,123.496,0.161464,0.556984
2025-12-18 16:28:47.020822900,123.022,124.022,1,0,123.522,0.161136,0.478848
2025-12-18 16:28:47.029349000,123.048,124.048,1,0,123.548,0.161822,0.398798
2025-12-18 16:28:47.037179600,123.074,124.074,1,0,123.574,0.163376,0.651913
2025-12-18 16:28:47.047358500,123.1,124.1,1,0,123.6,0.165678,0.856427
2025-12-18 16:28:47.057406900,123.126,124.126,1,0,123.626,0.168624,0.357681
2025-12-18 16:28:47.066154600,123.152,124.152,1,0,123.652,0.172125,0.66797
2025-12-18 16:28:47.074601600,123.178,124.178,1,0,123.678,0.176105,0.439661
2025-12-18 16:28:47.082292600,123.204,124.204,1,0,123.704,0.180499,0.87539
2025-12-18 16:28:47.089980700,123.23,124.23,1,0,123.73,0.185251,1.13548
2025-12-18 16:28:47.098039900,123.256,124.256,1,0,123.756,0.190312,0.598291
2025-12-18 16:28:47.106499500,123.282,124.282,1,0,123.782,0.195642,1.0535
2025-12-18 16:28:47.118360000,123.308,124.308,1,0,123.808,0.201207,0.699767
2025-12-18 16:28:47.127046200,123.334,124.334,1,0,123.834,0.206974,0.989363
2025-12-18 16:28:47.135672700,123.36,124.36,1,0,123.86,0.21292,0.34923
2025-12-18 16:28:47.145577600,123.386,124.386,1,0,123.886,0.219022,0.77149
2025-12-18 16:28:47.154311900,123.411,124.411,1,0,123.911,0.22526,0.965397
2025-12-18 16:28:47.168003000,123.437,124.437,1,0,123.937,0.231618,1.49694
2025-12-18 16:28:47.177075000,123.463,124.463,1,0,123.963,0.238083,0.456394
2025-12-18 16:28:47.184510600,123.489,124.489,1,0,123.989,0.244642,0.591521
2025-12-18 16:28:47.192946600,123.515,124.515,1,0,124.015,0.251284,0.581183
2025-12-18 16:28:47.201637400,123.541,124.541,1,0,124.041,0.258001,0.476246
2025-12-18 16:28:47.210282000,123.567,124.567,1,0,124.067,0.264783,0.589442
2025-12-18 16:28:47.218025000,123.593,124.593,1,0,124.093,0.271624,0.672038
2025-12-18 16:28:47.225263900,123.619,124.619,1,0,124.119,0.278519,0.780149
2025-12-18 16:28:47.232595400,123.645,124.645,1,0,124.145,0.285461,0.482947
2025-12-18 16:28:47.239923600,123.671,124.671,1,0,124.171,0.292446,0.845996
2025-12-18 16:28:47.247691300,123.697,124.697,1,0,124.197,0.299469,0.978589
2025-12-18 16:28:47.254996400,123.723,124.723,1,0,124.223,0.306527,0.630048
2025-12-18 16:28:47.263753900,123.749,124.749,1,0,124.249,0.313617,0.30508
2025-12-18 16:28:47.273030000,123.775,124.775,1,0,124.275,0.320736,0.610262
2025-12-18 16:28:47.280610700,123.8,124.8,1,0,124.3,0.32788,0.739563
2025-12-18 16:28:47.288730000,123.826,124.826,1,0,124.326,0.335049,1.11084
2025-12-18 16:28:47.298027500,123.852,124.852,1,0,124.352,0.342239,0.482879
2025-12-18 16:28:47.306904600,123.878,124.878,1,0,124.378,0.349449,0.764221
2025-12-18 16:28:47.315601000,123.904,124.904,1,0,124.404,0.356677,0.985158
2025-12-18 16:28:47.323312100,123.93,124.93,1,0,124.43,0.363922,0.499734
2025-12-18 16:28:47.330805600,123.956,124.956,1,0,124.456,0.371183,0.508867
2025-12-18 16:28:47.338687800,123.982,124.982,1,0,124.482,0.378457,1.61348
2025-12-18 16:28:47.346486800,123.982,124.982,1,0,124.482,0.377522,0.709307
2025-12-18 16:28:47.354210700,123.955,124.955,1,0,124.455,0.36496,0.728172
2025-12-18 16:28:47.363178800,124.63,124.78,0.15,255,124.428,0.370238,0.440491
2025-12-18 16:28:47.370804000,123.901,124.901,1,0,124.401,0.367426,0.243356
2025-12-18 16:28:47.381289700,123.874,124.874,1,0,124.374,0.364086,0.44089
2025-12-18 16:28:47.389676200,123.847,124.847,1,0,124.347,0.3507,0.469853
2025-12-18 16:28:47.397155500,123.82,124.82,1,0,124.32,0.347913,0.541075
2025-12-18 16:28:47.405578800,123.793,124.793,1,0,124.293,0.334767,0.352058
2025-12-18 16:28:47.413233100,123.767,124.767,1,0,124.267,0.329547,0.677514
2025-12-18 16:28:47.420618800,123.74,124.74,1,0,124.24,0.319705,0.292153
2025-12-18 16:28:47.428205400,123.713,124.713,1,0,124.213,0.309105,0.40222
2025-12-18 16:28:47.435915000,123.686,124.686,1,0,124.186,0.298239,0.635931
2025-12-18 16:28:47.443732200,123.659,124.659,1,0,124.159,0.287235,0.870467
2025-12-18 16:28:47.451097600,123.632,124.632,1,0,124.132,0.276224,0.815869
2025-12-18 16:28:47.459041700,123.605,124.605,1,0,124.105,0.26535,0.440088
2025-12-18 16:28:47.466500000,123.578,124.578,1,0,124.078,0.254768,0.662344
2025-12-18 16:28:47.474038900,123.551,124.551,1,0,124.051,0.244642,0.364547
2025-12-18 16:28:47.482268400,123.524,124.524,1,0,124.024,0.235151,0.74557
2025-12-18 16:28:47.489772200,123.497,124.497,1,0,123.997,0.226485,0.47258
2025-12-18 16:28:47.497225300,123.47,124.47,1,0,123.97,0.218838,0.314558
2025-12-18 16:28:47.505023800,123.443,124.443,1,0,123.943,0.212405,0.60123
2025-12-18 16:28:47.513946900,123.416,124.416,1,0,123.916,0.207369,0.695944
2025-12-18 16:28:47.521523800,123.389,124.389,1,0,123.889,0.20389,0.49578
2025-12-18 16:28:47.529491700,123.362,124.362,1,0,123.862,0.202087,0.689748
2025-12-18 16:28:47.536836200,123.335,124.335,1,0,123.835,0.202027,0.332111
2025-12-18 16:28:47.547006100,123.309,124.309,1,0,123.809,0.203717,0.408788
2025-12-18 16:28:47.554360200,123.282,124.282,1,0,123.782,0.207104,0.473547
2025-12-18 16:28:47.562409400,123.255,124.255,1,0,123.755,0.212081,0.54762
2025-12-18 16:28:47.569568300,123.228,124.228,1,0,123.728,0.218499,0.550392
2025-12-18 16:28:47.577952800,123.201,124.201,1,0,123.701,0.22618,0.352974
2025-12-18 16:28:47.585242200,123.174,124.174,1,0,123.674,0.234935,0.738783
2025-12-18 16:28:47.593393400,123.147,124.147,1,0,123.647,0.24457,1.33403
2025-12-18 16:28:47.600648500,123.12,124.12,1,0,123.62,0.2549,0.488928
2025-12-18 16:28:47.608861800,123.093,124.093,1,0,123.593,0.265745,0.608334
2025-12-18 16:28:47.616174100,123.066,124.066,1,0,123.566,0.276941,0.71473
2025-12-18 16:28:47.624431500,123.039,124.039,1,0,123.539,0.288334,0.958107
2025-12-18 16:28:47.631739000,123.012,124.012,1,0,123.512,0.299784,0.807872
2025-12-18 16:28:47.640617300,122.985,123.985,1,0,123.485,0.311157,0.635808
2025-12-18 16:28:47.648153500,122.958,123.958,1,0,123.458,0.322332,0.551684
2025-12-18 16:28:47.656494900,122.931,123.931,1,0,123.431,0.333189,0.851057
2025-12-18 16:28:47.663746600,122.904,123.904,1,0,123.404,0.343617,0.374877
2025-12-18 16:28:47.671498900,122.877,123.877,1,0,123.377,0.353505,0.718158
2025-12-18 16:28:47.679185500,122.851,123.851,1,0,123.351,0.362742,1.05687
2025-12-18 16:28:47.687872900,122.824,123.824,1,0,123.324,0.371219,0.793683
2025-12-18 16:28:47.695505900,122.797,123.797,1,0,123.297,0.37882,0.461858
2025-12-18 16:28:47.703520800,122.77,123.77,1,0,123.27,0.385428,0.533405
2025-12-18 16:28:47.711380500,122.743,123.743,1,0,123.243,0.390914,0.414804
2025-12-18 16:28:47.719328200,122.716,123.716,1,0,123.216,0.395142,0.523997
2025-12-18 16:28:47.726925000,122.689,123.689,1,0,123.189,0.397961,1.4151
2025-12-18 16:28:47.734962800,122.662,123.662,1,0,123.162,0.399202,0.627722
2025-12-18 16:28:47.742588800,122.662,123.662,1,0,123.162,0.398695,0.507764
2025-12-18 16:28:47.750815100,122.754,123.754,1,0,123.254,0.394721,0.316207
2025-12-18 16:28:47.759564200,123.49,123.72,0.23,284,123.347,0.372416,0.421367
2025-12-18 16:28:47.767469200,122.939,123.939,1,0,123.439,0.363275,0.307078
2025-12-18 16:28:47.775105100,123.032,124.032,1,0,123.532,0.352655,0.629279
2025-12-18 16:28:47.782865300,123.124,124.124,1,0,123.624,0.341234,0.768669
2025-12-18 16:28:47.790858900,123.217,124.217,1,0,123.717,0.329717,0.59794
2025-12-18 16:28:47.798782800,123.309,124.309,1,0,123.809,0.318857,1.0426
2025-12-18 16:28:47.807296400,123.402,124.402,1,0,123.902,0.309453,0.331754
2025-12-18 16:28:47.814913100,123.494,124.494,1,0,123.994,0.302335,0.636537
2025-12-18 16:28:47.822412300,123.587,124.587,1,0,124.087,0.298309,0.404646
2025-12-18 16:28:47.830663700,123.679,124.679,1,0,124.179,0.298087,0.382196
2025-12-18 16:28:47.838249600,123.772,124.772,1,0,124.272,0.302199,0.526822
2025-12-18 16:28:47.846949400,123.864,124.864,1,0,124.364,0.310924,0.305672
2025-12-18 16:28:47.854828800,123.957,124.957,1,0,124.457,0.32427,0.94666
2025-12-18 16:28:47.864202500,124.049,125.049,1,0,124.549,0.342007,0.739236
2025-12-18 16:28:47.873616500,124.142,125.142,1,0,124.642,0.363737,0.518396
2025-12-18 16:28:47.881037100,124.234,125.234,1,0,124.734,0.388976,0.319292
2025-12-18 16:28:47.889291400,124.327,125.327,1,0,124.827,0.417219,0.904417
2025-12-18 16:28:47.896766900,124.419,125.419,1,0,124.919,0.447982,0.522871
2025-12-18 16:28:47.904443600,124.512,125.512,1,0,125.012,0.480825,0.315514
2025-12-18 16:28:47.914931700,124.604,125.604,1,0,125.104,0.515356,1.35683
2025-12-18 16:28:47.924884100,124.697,125.697,1,0,125.197,0.551233,0.47668
2025-12-18 16:28:47.932531000,124.789,125.789,1,0,125.289,0.588158,0.645106
2025-12-18 16:28:47.941836600,124.882,125.882,1,0,125.382,0.62587,0.897094
2025-12-18 16:28:47.949656900,124.974,125.974,1,0,125.474,0.664135,1.12152
2025-12-18 16:28:47.958229300,125.066,126.066,1,0,125.566,0.702747,1.03826
2025-12-18 16:28:47.967201700,125.159,126.159,1,0,125.659,0.741518,1.30083
2025-12-18 16:28:47.975835900,125.251,126.251,1,0,125.751,0.780275,0.499076
2025-12-18 16:28:47.985327600,125.344,126.344,1,0,125.844,0.818857,0.324097
2025-12-18 16:28:47.993183700,125.436,126.436,1,0,125.936,0.857112,0.608462
2025-12-18 16:28:48.000778200,125.529,126.529,1,0,126.029,0.894895,0.29134
2025-12-18 16:28:48.010011200,125.621,126.621,1,0,126.121,0.932064,0.939204
2025-12-18 16:28:48.017882800,125.714,126.714,1,0,126.214,0.968482,0.74803
2025-12-18 16:28:48.026486800,125.806,126.806,1,0,126.306,1.00401,0.485767
2025-12-18 16:28:48.034815200,125.899,126.899,1,0,126.399,1.03852,1.02941
2025-12-18 16:28:48.044043300,125.991,126.991,1,0,126.491,1.07186,0.678033
2025-12-18 16:28:48.051495500,126.084,127.084,1,0,126.584,1.10391,0.361771
2025-12-18 16:28:48.061248300,126.176,127.176,1,0,126.676,1.13451,0.428813
2025-12-18 16:28:48.068707700,126.269,127.269,1,0,126.769,1.16352,0.753935
2025-12-18 16:28:48.077718500,126.361,127.361,1,0,126.861,1.19078,0.843821
2025-12-18 16:28:48.085061400,126.454,127.454,1,0,126.954,1.21613,0.923863
2025-12-18 16:28:48.093784900,126.546,127.546,1,0,127.046,1.23941,0.509066
2025-12-18 16:28:48.101228500,126.639,127.639,1,0,127.139,1.26043,0.412112
2025-12-18 16:28:48.109430300,126.731,127.731,1,0,127.231,1.279,1.03761
2025-12-18 16:28:48.117836300,126.824,127.824,1,0,127.324,1.29491,0.449328
2025-12-18 16:28:48.126335300,126.916,127.916,1,0,127.416,1.30793,0.40836
2025-12-18 16:28:48.133600800,127.009,128.009,1,0,127.509,1.31781,0.441204
2025-12-18 16:28:48.142423300,127.101,128.101,1,0,127.601,1.32428,0.801191
2025-12-18 16:28:48.149740100,127.194,128.194,1,0,127.694,1.32702,0.439547
2025-12-18 16:28:48.158719100,127.194,128.194,1,0,127.694,1.32357,0.758613
2025-12-18 16:28:48.168371600,127.204,128.204,1,0,127.704,1.31759,0.722365
2025-12-18 16:28:48.176686700,127.215,128.215,1,0,127.715,1.31798,0.44494
2025-12-18 16:28:48.184280800,127.226,128.226,1,0,127.726,1.30785,0.603556
2025-12-18 16:28:48.192859900,127.236,128.236,1,0,127.736,1.29568,0.388707
2025-12-18 16:28:48.201106600,127.247,128.247,1,0,127.747,1.28159,0.573262
2025-12-18 16:28:48.209299500,127.258,128.258,1,0,127.758,1.26571,0.84637
2025-12-18 16:28:48.217097000,127.268,128.268,1,0,127.768,1.24816,0.840577
2025-12-18 16:28:48.225684700,127.279,128.279,1,0,127.779,1.22904,0.499226
2025-12-18 16:28:48.236400500,127.63,127.77,0.14,566,127.789,1.20624,0.220751
2025-12-18 16:28:48.246733500,127.74,127.8,0.06,754,127.8,1.18361,0.234249
2025-12-18 16:28:48.255709900,127.81,127.87,0.06,288,127.811,1.16117,0.226608
2025-12-18 16:28:48.267546800,127.321,128.321,1,0,127.821,1.1368,0.444755
2025-12-18 16:28:48.277733500,127.332,128.332,1,0,127.832,1.11132,0.614001
2025-12-18 16:28:48.285253200,127.343,128.343,1,0,127.843,1.0848,0.575065
2025-12-18 16:28:48.294906200,127.353,128.353,1,0,127.853,1.05732,0.773663
2025-12-18 16:28:48.302626100,127.364,128.364,1,0,127.864,1.02895,0.584934
2025-12-18 16:28:48.312396100,127.375,128.375,1,0,127.875,0.999783,0.484774
2025-12-18 16:28:48.319894900,127.385,128.385,1,0,127.885,0.969871,0.970523
2025-12-18 16:28:48.331379100,127.396,128.396,1,0,127.896,0.939288,0.381585
2025-12-18 16:28:48.343050000,127.72,127.74,0.02,437,127.907,0.904851,0.18516
2025-12-18 16:28:48.351607900,127.417,128.417,1,0,127.917,0.873241,0.369675
2025-12-18 16:28:48.362186500,127.428,128.428,1,0,127.928,0.841164,0.67641
2025-12-18 16:28:48.372672600,127.439,128.439,1,0,127.939,0.808686,0.548395
2025-12-18 16:28:48.382853300,127.449,128.449,1,0,127.949,0.775875,0.904496
2025-12-18 16:28:48.394242600,127.46,128.46,1,0,127.96,0.742799,0.706085
2025-12-18 16:28:48.402883100,127.471,128.471,1,0,127.971,0.709527,0.931252
2025-12-18 16:28:48.413088700,127.481,128.481,1,0,127.981,0.67613,0.392145
2025-12-18 16:28:48.422262000,127.492,128.492,1,0,127.992,0.64268,1.24692
2025-12-18 16:28:48.431265500,127.503,128.503,1,0,128.003,0.609253,0.343534
2025-12-18 16:28:48.439144400,127.513,128.513,1,0,128.013,0.575927,0.456701
2025-12-18 16:28:48.449871400,127.61,127.99,0.38,701,128.024,0.53945,0.297171
2025-12-18 16:28:48.461306700,127.535,128.535,1,0,128.035,0.506705,0.587109
2025-12-18 16:28:48.470644800,127.545,128.545,1,0,128.045,0.474335,0.388787
2025-12-18 16:28:48.479931900,127.556,128.556,1,0,128.056,0.442447,1.02651
2025-12-18 16:28:48.488252600,127.567,128.567,1,0,128.067,0.411161,0.350654
2025-12-18 16:28:48.499209600,127.577,128.577,1,0,128.077,0.380611,0.518017
2025-12-18 16:28:48.510406100,127.588,128.588,1,0,128.088,0.350952,0.607239
2025-12-18 16:28:48.519319200,127.598,128.598,1,0,128.098,0.322366,0.726162
2025-12-18 16:28:48.529756700,127.609,128.609,1,0,128.109,0.295064,0.958538
2025-12-18 16:28:48.537403400,127.62,128.62,1,0,128.12,0.269301,0.331082
2025-12-18 16:28:48.545253000,127.63,128.63,1,0,128.13,0.245377,0.60441
2025-12-18 16:28:48.552734200,128.24,128.37,0.13,713,128.141,0.229203,0.298427
2025-12-18 16:28:48.560950700,127.652,128.652,1,0,128.152,0.210249,0.742439
2025-12-18 16:28:48.568311600,128.19,128.25,0.06,474,128.162,0.196117,0.196989
2025-12-18 16:28:48.576987500,127.673,128.673,1,0,128.173,0.183515,0.968845
2025-12-18 16:28:48.584313400,127.95,128.05,0.1,654,128.184,0.170627,0.249437
2025-12-18 16:28:48.592481400,127.694,128.694,1,0,128.194,0.165344,0.54702
2025-12-18 16:28:48.600002200,128.42,128.53,0.11,460,128.205,0.176219,0.50408
2025-12-18 16:28:48.608900300,127.716,128.716,1,0,128.216,0.176745,0.762461
2025-12-18 16:28:48.616712000,127.85,127.88,0.03,929,128.216,0.173349,0.287229
2025-12-18 16:28:48.624392300,128.2,128.66,0.46,1082,128.227,0.181965,0.728236
2025-12-18 16:28:48.631706500,126.223,128.33,2.1071,525,128.239,0.203308,1.59716
2025-12-18 16:28:48.640546400,127.751,128.751,1,0,128.251,0.204478,0.694246
2025-12-18 16:28:48.648736300,127.762,128.762,1,0,128.262,0.205676,0.900225
2025-12-18 16:28:48.656941300,127.774,128.774,1,0,128.274,0.206902,0.330085
2025-12-18 16:28:48.667374600,127.786,128.786,1,0,128.286,0.208154,0.588718
2025-12-18 16:28:48.675271500,127.797,128.797,1,0,128.297,0.20943,0.815826
2025-12-18 16:28:48.684199100,127.809,128.809,1,0,128.309,0.210729,1.00551
2025-12-18 16:28:48.691820600,127.821,128.821,1,0,128.321,0.209587,0.707688
2025-12-18 16:28:48.699609000,127.832,128.832,1,0,128.332,0.210104,0.403189
2025-12-18 16:28:48.706914700,127.844,128.844,1,0,128.344,0.212006,0.506281
2025-12-18 16:28:48.715364400,127.856,128.856,1,0,128.356,0.213312,0.429324
2025-12-18 16:28:48.722780000,127.867,128.867,1,0,128.367,0.214635,0.975991
2025-12-18 16:28:48.730991600,127.879,128.879,1,0,128.379,0.215975,0.482729
2025-12-18 16:28:48.738947200,127.891,128.891,1,0,128.391,0.217331,0.476362
2025-12-18 16:28:48.748633700,127.902,128.902,1,0,128.402,0.2187,0.602126
2025-12-18 16:28:48.757413900,127.914,128.914,1,0,128.414,0.220082,0.860207
2025-12-18 16:28:48.769706500,127.926,128.926,1,0,128.426,0.221476,0.917256
2025-12-18 16:28:48.779849100,127.937,128.937,1,0,128.437,0.22288,0.998174
2025-12-18 16:28:48.788029400,127.949,128.949,1,0,128.449,0.218912,0.433306
2025-12-18 16:28:48.797611400,127.961,128.961,1,0,128.461,0.220194,0.548455
2025-12-18 16:28:48.804930500,127.972,128.972,1,0,128.472,0.221486,0.434959
2025-12-18 16:28:48.819816900,127.984,128.984,1,0,128.484,0.222785,0.922002
2025-12-18 16:28:48.831288600,127.996,128.996,1,0,128.496,0.224091,0.650685
2025-12-18 16:28:48.845859300,128.007,129.007,1,0,128.507,0.225402,0.557385
2025-12-18 16:28:48.856493200,128.019,129.019,1,0,128.519,0.226718,0.687142
2025-12-18 16:28:48.865510800,128.031,129.031,1,0,128.531,0.228038,1.33568
2025-12-18 16:28:48.875655300,128.042,129.042,1,0,128.542,0.229361,0.614891
2025-12-18 16:28:48.884619100,128.054,129.054,1,0,128.554,0.230685,0.679537
2025-12-18 16:28:48.893779500,128.066,129.066,1,0,128.566,0.232009,1.146
2025-12-18 16:28:48.901698400,128.077,129.077,1,0,128.577,0.226151,0.711493
2025-12-18 16:28:48.909997800,128.089,129.089,1,0,128.589,0.227297,0.934635
2025-12-18 16:28:48.917832900,128.101,129.101,1,0,128.601,0.228443,0.726138
2025-12-18 16:28:48.927593000,128.112,129.112,1,0,128.612,0.229588,0.446323
2025-12-18 16:28:48.935665500,128.124,129.124,1,0,128.624,0.23073,0.828194
2025-12-18 16:28:48.944240300,128.136,129.136,1,0,128.636,0.231868,0.510575
2025-12-18 16:28:48.952797700,128.147,129.147,1,0,128.647,0.233002,0.530371
2025-12-18 16:28:48.960658800,128.159,129.159,1,0,128.659,0.234131,0.748874
2025-12-18 16:28:48.969196500,128.17,129.17,1,0,128.67,0.235253,0.33281
2025-12-18 16:28:48.977246500,128.182,129.182,1,0,128.682,0.236369,1.16217
2025-12-18 16:28:48.985682600,128.194,129.194,1,0,128.694,0.237476,0.70578
2025-12-18 16:28:48.993103600,128.205,129.205,1,0,128.705,0.24105,0.535232
2025-12-18 16:28:49.001528000,128.217,129.217,1,0,128.717,0.242281,0.377485
2025-12-18 16:28:49.009488000,128.229,129.229,1,0,128.729,0.244601,0.328522
2025-12-18 16:28:49.017833400,128.24,129.24,1,0,128.74,0.245856,0.904588
2025-12-18 16:28:49.026000400,128.252,129.252,1,0,128.752,0.241735,0.502889
2025-12-18 16:28:49.033712700,128.264,129.264,1,0,128.764,0.242818,0.386697
2025-12-18 16:28:49.042662100,128.275,129.275,1,0,128.775,0.246757,0.452474
2025-12-18 16:28:49.050441900,128.287,129.287,1,0,128.787,0.248047,0.615809
2025-12-18 16:28:49.060098100,128.287,129.287,1,0,128.787,0.235667,1.00091
2025-12-18 16:28:49.068250900,128.5,128.63,0.13,947,128.843,0.23565,0.183406
2025-12-18 16:28:49.077550800,128.398,129.398,1,0,128.898,0.166389,0.561923
2025-12-18 16:28:49.085008400,128.454,129.454,1,0,128.954,0.171575,0.77316
2025-12-18 16:28:49.093848000,128.509,129.509,1,0,129.009,0.178521,0.697173
2025-12-18 16:28:49.101144000,128.565,129.565,1,0,129.065,0.187135,0.44578
2025-12-18 16:28:49.110693500,128.62,129.62,1,0,129.12,0.197288,0.543078
2025-12-18 16:28:49.118668200,128.676,129.676,1,0,129.176,0.208826,0.860353
2025-12-18 16:28:49.127030000,128.731,129.731,1,0,129.231,0.22159,0.768885
2025-12-18 16:28:49.134861900,128.787,129.787,1,0,129.287,0.235425,0.315871
2025-12-18 16:28:49.143037800,128.842,129.842,1,0,129.342,0.250186,0.589776
2025-12-18 16:28:49.151419100,128.897,129.897,1,0,129.397,0.26574,0.753109
2025-12-18 16:28:49.162434500,128.953,129.953,1,0,129.453,0.281967,0.527128
2025-12-18 16:28:49.170680100,129.008,130.008,1,0,129.508,0.298763,0.459657
2025-12-18 16:28:49.178982900,129.064,130.064,1,0,129.564,0.316032,0.637878
2025-12-18 16:28:49.186929900,129.119,130.119,1,0,129.619,0.333692,0.635708
2025-12-18 16:28:49.196328600,129.175,130.175,1,0,129.675,0.351666,0.819463
2025-12-18 16:28:49.204652900,129.23,130.23,1,0,129.73,0.369887,0.873357
2025-12-18 16:28:49.213428300,129.286,130.286,1,0,129.786,0.388294,0.590053
2025-12-18 16:28:49.221101800,129.341,130.341,1,0,129.841,0.40683,0.555285
2025-12-18 16:28:49.230357400,129.397,130.397,1,0,129.897,0.425443,0.86639
2025-12-18 16:28:49.237961500,129.452,130.452,1,0,129.952,0.444085,0.414983
2025-12-18 16:28:49.247454100,129.508,130.508,1,0,130.008,0.462709,0.972541
2025-12-18 16:28:49.255375000,129.563,130.563,1,0,130.063,0.481272,0.512058
2025-12-18 16:28:49.265678200,129.619,130.619,1,0,130.119,0.499733,0.575993
2025-12-18 16:28:49.273397900,129.674,130.674,1,0,130.174,0.518051,0.661318
2025-12-18 16:28:49.281761600,129.73,130.73,1,0,130.23,0.536188,0.722112
2025-12-18 16:28:49.289461100,129.785,130.785,1,0,130.285,0.554104,0.320134
2025-12-18 16:28:49.299206800,129.841,130.841,1,0,130.341,0.571763,0.859484
2025-12-18 16:28:49.306676300,129.896,130.896,1,0,130.396,0.589126,0.463208
2025-12-18 16:28:49.314982300,129.952,130.952,1,0,130.452,0.606156,0.764383
2025-12-18 16:28:49.323490100,130.007,131.007,1,0,130.507,0.622816,0.746721
2025-12-18 16:28:49.332988900,130.063,131.063,1,0,130.563,0.639068,0.802438
2025-12-18 16:28:49.341627400,130.118,131.118,1,0,130.618,0.654874,0.725906
2025-12-18 16:28:49.349148400,130.174,131.174,1,0,130.674,0.670195,1.18767
2025-12-18 16:28:49.356858400,130.229,131.229,1,0,130.729,0.684991,1.15162
2025-12-18 16:28:49.364319800,130.285,131.285,1,0,130.785,0.699221,0.366434
2025-12-18 16:28:49.372411300,130.34,131.34,1,0,130.84,0.712843,1.52086
2025-12-18 16:28:49.381285700,130.396,131.396,1,0,130.896,0.725813,0.575522
2025-12-18 16:28:49.393013000,130.451,131.451,1,0,130.951,0.738087,0.500168
2025-12-18 16:28:49.403483200,130.507,131.507,1,0,131.007,0.749617,0.665124
2025-12-18 16:28:49.413441700,130.562,131.562,1,0,131.062,0.760353,0.460521
2025-12-18 16:28:49.421480100,130.618,131.618,1,0,131.118,0.770243,0.362199
2025-12-18 16:28:49.433209100,130.673,131.673,1,0,131.173,0.779232,1.05956
2025-12-18 16:28:49.442956700,130.729,131.729,1,0,131.229,0.787263,0.43386
2025-12-18 16:28:49.454519200,130.784,131.784,1,0,131.284,0.794271,0.50769
2025-12-18 16:28:49.464569600,130.84,131.84,1,0,131.34,0.800192,0.721649
2025-12-18 16:28:49.474993500,130.895,131.895,1,0,131.395,0.804952,0.377382
2025-12-18 16:28:49.483970900,130.951,131.951,1,0,131.451,0.808474,0.877406
2025-12-18 16:28:49.492977100,131.006,132.006,1,0,131.506,0.810674,0.554819
2025-12-18 16:28:49.500277600,131.006,132.006,1,0,131.506,0.809221,0.315651
2025-12-18 16:28:49.509327600,131.004,132.004,1,0,131.504,0.795292,0.440067
2025-12-18 16:28:49.517387600,131.003,132.003,1,0,131.503,0.790048,0.934045
2025-12-18 16:28:49.527109900,131.001,132.001,1,0,131.501,0.783288,1.1735
2025-12-18 16:28:49.535148000,131,132,1,0,131.5,0.775118,0.804546
2025-12-18 16:28:49.543488800,130.998,131.998,1,0,131.498,0.765635,0.317568
2025-12-18 16:28:49.551414900,131.49,131.58,0.09,433,131.496,0.755962,0.212899
2025-12-18 16:28:49.560550300,131.56,131.7,0.14,687,131.495,0.747748,0.255356
2025-12-18 16:28:49.570528700,130.993,131.993,1,0,131.493,0.734708,0.294099
2025-12-18 16:28:49.579354100,131.35,131.44,0.09,622,131.492,0.718534,0.158277
2025-12-18 16:28:49.587616100,130.99,131.99,1,0,131.49,0.703671,0.635599
2025-12-18 16:28:49.596864700,131,131.31,0.31,340,131.488,0.68212,0.310434
2025-12-18 16:28:49.604410900,130.987,131.987,1,0,131.487,0.66588,0.519918
2025-12-18 16:28:49.613555000,131.73,131.89,0.16,1165,131.485,0.657315,0.430927
2025-12-18 16:28:49.621814000,131,131.6,0.6,753,131.484,0.636341,0.305271
2025-12-18 16:28:49.630117500,130.982,131.982,1,0,131.482,0.618048,0.367599
2025-12-18 16:28:49.638240300,131.31,131.36,0.05,404,131.48,0.596788,0.242746
2025-12-18 16:28:49.647257400,130.979,131.979,1,0,131.479,0.577527,0.612993
2025-12-18 16:28:49.655661500,130.93,131.33,0.4,181,131.477,0.553718,0.606743
2025-12-18 16:28:49.664899600,130.975,131.975,1,0,131.475,0.533869,0.780897
2025-12-18 16:28:49.672959300,130.974,131.974,1,0,131.474,0.51367,0.397662
2025-12-18 16:28:49.680439200,130.972,131.972,1,0,131.472,0.493172,0.896267
2025-12-18 16:28:49.688799800,131.48,131.73,0.25,392,131.471,0.474924,0.309694
