BestBid,BestAsk,Spread,Depth
2025-11-11 18:50:36.629621,99.1212,99.1212,2.51524e-05,2935
2025-11-11 18:50:36.634098,99.1212,99.1212,2.51524e-05,2362
2025-11-11 18:50:36.638927,99.1212,99.1212,2.51524e-05,2347
2025-11-11 18:50:36.643440,99.1212,99.1212,1.63455e-06,2003
2025-11-11 18:50:36.648389,99.1212,99.1212,1.63455e-06,1959
2025-11-11 18:50:36.653266,99.1212,99.1212,9.63521e-06,2048
2025-11-11 18:50:36.658085,99.1212,99.1212,9.63521e-06,1984
2025-11-11 18:50:36.662988,99.1212,99.1212,9.63521e-06,1912
2025-11-11 18:50:36.668281,99.1212,99.1212,5.37558e-06,1809
2025-11-11 18:50:36.673019,99.1212,99.1212,9.63521e-06,1775
2025-11-11 18:50:36.677582,99.1212,99.1212,9.63521e-06,1762
2025-11-11 18:50:36.682556,99.1212,99.1212,5.37558e-06,1801
2025-11-11 18:50:36.687185,99.1212,99.1212,9.63521e-06,1840
2025-11-11 18:50:36.691686,99.1212,99.1212,1.63455e-06,1725
2025-11-11 18:50:36.696159,99.1212,99.1212,2.51524e-05,1746
2025-11-11 18:50:36.700820,99.1212,99.1212,1.63455e-06,1787
2025-11-11 18:50:36.705545,99.1212,99.1212,2.51524e-05,1610
2025-11-11 18:50:36.709875,99.1212,99.1212,2.51524e-05,1558
2025-11-11 18:50:36.714258,99.1212,99.1212,1.63455e-06,2047
2025-11-11 18:50:36.718307,99.1212,99.1212,2.51524e-05,1574
2025-11-11 18:50:36.723631,99.1212,99.1212,2.51524e-05,1435
2025-11-11 18:50:36.728462,99.1211,99.1212,2.63171e-05,1774
2025-11-11 18:50:36.733373,99.1211,99.1212,2.63171e-05,1693
2025-11-11 18:50:36.738009,99.1211,99.1211,1.89741e-06,1230
2025-11-11 18:50:36.742583,99.1211,99.1212,2.82145e-05,1551
2025-11-11 18:50:36.747135,99.1211,99.1211,6.28571e-06,1400
2025-11-11 18:50:36.751784,99.1211,99.1211,6.28571e-06,1355
2025-11-11 18:50:36.757048,99.1211,99.1211,1.80338e-06,1558
2025-11-11 18:50:36.761641,99.1211,99.1211,1.80338e-06,1444
2025-11-11 18:50:36.766915,99.1211,99.1211,1.80338e-06,1393
2025-11-11 18:50:36.771407,99.1211,99.1211,6.28571e-06,1350
2025-11-11 18:50:36.775992,99.1211,99.1211,1.80338e-06,1701
2025-11-11 18:50:36.780587,99.1211,99.1211,1.29873e-06,2154
2025-11-11 18:50:36.785508,99.1211,99.1211,1.1055e-07,2342
2025-11-11 18:50:36.790385,99.1211,99.1211,1.29873e-06,2321
2025-11-11 18:50:36.794776,99.1211,99.1211,1.1055e-07,2523
2025-11-11 18:50:36.799442,99.1211,99.1211,1.50605e-05,2396
2025-11-11 18:50:36.804245,99.1211,99.1211,1.63393e-06,2772
2025-11-11 18:50:36.808648,99.1211,99.1211,1.50605e-05,2447
2025-11-11 18:50:36.813130,99.1211,99.1211,1.50605e-05,2330
2025-11-11 18:50:36.817226,99.1211,99.1211,1.50605e-05,2189
2025-11-11 18:50:36.821870,99.1211,99.1211,1.50605e-05,2160
2025-11-11 18:50:36.826557,99.1211,99.1211,1.1055e-07,2464
2025-11-11 18:50:36.831088,99.1211,99.1211,1.50605e-05,2244
2025-11-11 18:50:36.835804,99.1211,99.1211,1.50605e-05,2202
2025-11-11 18:50:36.840323,99.1211,99.1211,1.63393e-06,2436
2025-11-11 18:50:36.844723,99.1211,99.1211,6.07192e-08,2027
2025-11-11 18:50:36.849179,99.1211,99.1211,1.70776e-05,1875
2025-11-11 18:50:36.853771,99.1211,99.1211,1.18746e-05,1578
2025-11-11 18:50:36.858936,99.1211,99.1211,2.22812e-06,2019
2025-11-11 18:50:36.863662,99.1211,99.1211,2.22812e-06,1584
2025-11-11 18:50:36.868399,99.1211,99.1211,1.18746e-05,1880
2025-11-11 18:50:36.872948,99.1211,99.1211,1.70776e-05,2067
2025-11-11 18:50:36.877533,99.1211,99.1211,1.18746e-05,1816
2025-11-11 18:50:36.882008,99.1211,99.1211,1.18746e-05,1711
2025-11-11 18:50:36.886227,99.1211,99.1211,1.70776e-05,2275
2025-11-11 18:50:36.891773,99.1211,99.1211,1.70776e-05,1946
2025-11-11 18:50:36.896216,99.1211,99.1211,1.70776e-05,1808
2025-11-11 18:50:36.901031,99.1211,99.1211,1.18746e-05,2003
2025-11-11 18:50:36.905603,99.1211,99.1211,2.22812e-06,2161
2025-11-11 18:50:36.910085,99.1211,99.1211,2.22812e-06,2040
2025-11-11 18:50:36.914588,99.1211,99.1211,2.22812e-06,1768
2025-11-11 18:50:36.918902,99.1211,99.1211,1.18746e-05,1701
2025-11-11 18:50:36.923490,99.1211,99.1211,1.18746e-05,1606
2025-11-11 18:50:36.928079,99.1211,99.1211,1.18746e-05,1344
2025-11-11 18:50:36.932401,99.1211,99.1211,2.22812e-06,1622
2025-11-11 18:50:36.937044,99.1211,99.1211,2.22812e-06,1416
2025-11-11 18:50:36.942240,99.1211,99.1211,2.22812e-06,1395
2025-11-11 18:50:36.946996,99.1211,99.1211,2.22812e-06,1291
2025-11-11 18:50:36.951787,99.1211,99.1211,1.18746e-05,1547
2025-11-11 18:50:36.956647,99.1211,99.1211,2.22812e-06,1407
2025-11-11 18:50:36.961228,99.1211,99.1211,2.22812e-06,1406
2025-11-11 18:50:36.965832,99.1211,99.1211,2.22812e-06,1033
2025-11-11 18:50:36.970843,99.1211,99.1211,2.22812e-06,965
2025-11-11 18:50:36.975760,99.1211,99.1211,4.64176e-06,1574
2025-11-11 18:50:36.980533,99.121,99.1211,3.34075e-05,1474
2025-11-11 18:50:36.985148,99.1211,99.1211,4.64176e-06,1889
2025-11-11 18:50:36.989665,99.1211,99.1211,4.64176e-06,1426
2025-11-11 18:50:36.994205,99.121,99.1211,3.34075e-05,933
2025-11-11 18:50:36.998707,99.121,99.121,2.53798e-06,877
2025-11-11 18:50:37.002942,99.121,99.121,8.41748e-06,796
2025-11-11 18:50:37.008024,99.121,99.121,9.73047e-06,754
2025-11-11 18:50:37.012455,99.121,99.121,8.41748e-06,741
2025-11-11 18:50:37.017423,99.121,99.121,8.41748e-06,712
2025-11-11 18:50:37.021923,99.121,99.121,9.73047e-06,1131
2025-11-11 18:50:37.026333,99.121,99.121,9.73047e-06,1007
2025-11-11 18:50:37.030916,99.121,99.121,5.91849e-06,1293
2025-11-11 18:50:37.035227,99.121,99.121,4.02432e-06,1339
2025-11-11 18:50:37.040661,99.121,99.121,5.15146e-06,1605
2025-11-11 18:50:37.045172,99.121,99.121,5.15146e-06,1247
2025-11-11 18:50:37.050040,99.121,99.121,1.65633e-05,1363
2025-11-11 18:50:37.054668,99.121,99.121,5.15146e-06,1617
2025-11-11 18:50:37.058932,99.121,99.121,1.65633e-05,1413
2025-11-11 18:50:37.063491,99.121,99.121,5.15146e-06,1728
2025-11-11 18:50:37.067894,99.121,99.121,4.02432e-06,2157
2025-11-11 18:50:37.073460,99.121,99.121,1.89416e-06,1976
2025-11-11 18:50:37.077835,99.121,99.121,1.89416e-06,1805
2025-11-11 18:50:37.084246,99.121,99.121,9.73047e-06,1954
2025-11-11 18:50:37.088897,99.121,99.121,9.73047e-06,1809
2025-11-11 18:50:37.093476,99.121,99.121,9.73047e-06,1687
2025-11-11 18:50:37.098689,99.121,99.121,9.73047e-06,1595
2025-11-11 18:50:37.103344,99.121,99.121,9.73047e-06,1502
2025-11-11 18:50:37.108452,99.121,99.121,1.89416e-06,1847
2025-11-11 18:50:37.112844,99.121,99.121,4.02432e-06,2156
2025-11-11 18:50:37.117876,99.121,99.121,4.02432e-06,1777
2025-11-11 18:50:37.122799,99.121,99.121,1.89416e-06,1479
2025-11-11 18:50:37.127589,99.121,99.121,1.89416e-06,1443
2025-11-11 18:50:37.132461,99.121,99.121,4.02432e-06,1889
2025-11-11 18:50:37.136750,99.121,99.121,4.02432e-06,1648
2025-11-11 18:50:37.141706,99.121,99.121,5.15146e-06,1872
2025-11-11 18:50:37.146373,99.121,99.121,4.02432e-06,2027
2025-11-11 18:50:37.151340,99.121,99.121,1.89416e-06,2355
2025-11-11 18:50:37.156020,99.121,99.121,9.73047e-06,2022
2025-11-11 18:50:37.160366,99.121,99.121,9.73047e-06,2004
2025-11-11 18:50:37.165079,99.121,99.121,8.41748e-06,2460
2025-11-11 18:50:37.169404,99.121,99.121,8.41748e-06,2229
2025-11-11 18:50:37.174591,99.121,99.121,2.53798e-06,2101
2025-11-11 18:50:37.178982,99.121,99.121,2.53798e-06,2092
2025-11-11 18:50:37.183744,99.121,99.121,2.53798e-06,1863
2025-11-11 18:50:37.188391,99.121,99.1211,3.34075e-05,1920
2025-11-11 18:50:37.192877,99.1211,99.1211,4.64176e-06,1938
2025-11-11 18:50:37.197356,99.1211,99.1211,4.64176e-06,1823
2025-11-11 18:50:37.201676,99.1211,99.1211,2.22812e-06,1815
2025-11-11 18:50:37.206707,99.1211,99.1211,2.22812e-06,1736
2025-11-11 18:50:37.211204,99.1211,99.1211,2.22812e-06,1556
2025-11-11 18:50:37.216128,99.1211,99.1211,4.64176e-06,2087
2025-11-11 18:50:37.220736,99.1211,99.1211,4.64176e-06,1981
2025-11-11 18:50:37.225526,99.121,99.1211,3.34075e-05,2153
2025-11-11 18:50:37.230107,99.121,99.1211,3.34075e-05,2069
2025-11-11 18:50:37.234847,99.1211,99.1211,4.64176e-06,1830
2025-11-11 18:50:37.239701,99.1211,99.1211,4.64176e-06,1463
2025-11-11 18:50:37.244351,99.121,99.1211,3.34075e-05,2160
2025-11-11 18:50:37.249270,99.121,99.1211,3.34075e-05,1691
2025-11-11 18:50:37.254019,99.1211,99.1211,4.64176e-06,1282
2025-11-11 18:50:37.258346,99.121,99.1211,3.34075e-05,1748
2025-11-11 18:50:37.262903,99.121,99.1211,3.34075e-05,1420
2025-11-11 18:50:37.267201,99.1211,99.1211,4.64176e-06,1275
2025-11-11 18:50:37.271699,99.1211,99.1211,4.64176e-06,1072
2025-11-11 18:50:37.276368,99.1211,99.1211,2.22812e-06,1044
2025-11-11 18:50:37.280856,99.1211,99.1211,1.18746e-05,1437
2025-11-11 18:50:37.285321,99.1211,99.1211,1.70776e-05,1518
2025-11-11 18:50:37.290505,99.1211,99.1211,6.07192e-08,1887
2025-11-11 18:50:37.295145,99.1211,99.1211,1.70776e-05,1600
2025-11-11 18:50:37.300114,99.1211,99.1211,1.70776e-05,1461
2025-11-11 18:50:37.304840,99.1211,99.1211,6.07192e-08,1877
2025-11-11 18:50:37.309264,99.1211,99.1211,1.63393e-06,2478
2025-11-11 18:50:37.314796,99.1211,99.1211,1.50605e-05,2996
2025-11-11 18:50:37.319368,99.1211,99.1211,1.63393e-06,2575
2025-11-11 18:50:37.325156,99.1211,99.1211,1.63393e-06,2488
2025-11-11 18:50:37.329937,99.1211,99.1211,1.50605e-05,2841
2025-11-11 18:50:37.335260,99.1211,99.1211,1.50605e-05,2719
2025-11-11 18:50:37.340184,99.1211,99.1211,1.1055e-07,2341
2025-11-11 18:50:37.344882,99.1211,99.1211,1.50605e-05,2935
2025-11-11 18:50:37.349487,99.1211,99.1211,1.50605e-05,2837
2025-11-11 18:50:37.354845,99.1211,99.1211,1.50605e-05,2708
2025-11-11 18:50:37.359785,99.1211,99.1211,1.63393e-06,2549
2025-11-11 18:50:37.364731,99.1211,99.1211,1.63393e-06,2396
2025-11-11 18:50:37.369530,99.1211,99.1211,1.63393e-06,2344
2025-11-11 18:50:37.374398,99.1211,99.1211,1.63393e-06,2258
2025-11-11 18:50:37.379441,99.1211,99.1211,6.07192e-08,1684
2025-11-11 18:50:37.385375,99.1211,99.1211,1.69465e-06,2080
2025-11-11 18:50:37.390969,99.1211,99.1211,1.69465e-06,2070
2025-11-11 18:50:37.395710,99.1211,99.1211,1.70776e-05,1527
2025-11-11 18:50:37.400987,99.1211,99.1211,1.69465e-06,2229
2025-11-11 18:50:37.405930,99.1211,99.1211,1.70776e-05,1525
2025-11-11 18:50:37.410554,99.1211,99.1211,1.69465e-06,2051
2025-11-11 18:50:37.415342,99.1211,99.1211,1.70776e-05,1580
2025-11-11 18:50:37.419769,99.1211,99.1211,1.70776e-05,1553
2025-11-11 18:50:37.425051,99.1211,99.1211,1.18746e-05,1342
2025-11-11 18:50:37.429753,99.1211,99.1211,1.18746e-05,1297
2025-11-11 18:50:37.435352,99.1211,99.1211,1.70776e-05,1716
2025-11-11 18:50:37.440208,99.1211,99.1211,1.69465e-06,2489
2025-11-11 18:50:37.445288,99.1211,99.1211,1.69465e-06,2354
2025-11-11 18:50:37.449926,99.1211,99.1211,1.50605e-05,2853
2025-11-11 18:50:37.454919,99.1211,99.1211,1.50605e-05,2788
2025-11-11 18:50:37.459867,99.1211,99.1211,1.50605e-05,2511
2025-11-11 18:50:37.464988,99.1211,99.1211,1.69465e-06,2607
2025-11-11 18:50:37.469991,99.1211,99.1211,1.50605e-05,2816
2025-11-11 18:50:37.474842,99.1211,99.1211,1.1055e-07,2745
2025-11-11 18:50:37.480008,99.1211,99.1211,1.29873e-06,2816
2025-11-11 18:50:37.484479,99.1211,99.1211,1.29873e-06,2798
2025-11-11 18:50:37.489977,99.1211,99.1211,1.80338e-06,2400
2025-11-11 18:50:37.494596,99.1211,99.1211,1.80338e-06,2284
2025-11-11 18:50:37.499660,99.1211,99.1211,1.29873e-06,2457
2025-11-11 18:50:37.504190,99.1211,99.1211,1.80338e-06,2222
2025-11-11 18:50:37.508638,99.1211,99.1211,6.28571e-06,1924
2025-11-11 18:50:37.513358,99.1211,99.1211,1.80338e-06,2157
2025-11-11 18:50:37.517757,99.1211,99.1211,1.29873e-06,2472
2025-11-11 18:50:37.522689,99.1211,99.1211,1.29873e-06,2381
2025-11-11 18:50:37.527822,99.1211,99.1211,1.80338e-06,2019
2025-11-11 18:50:37.533063,99.1211,99.1211,1.80338e-06,1825
2025-11-11 18:50:37.537738,99.1211,99.1211,1.29873e-06,2408
2025-11-11 18:50:37.542474,99.1211,99.1211,1.1055e-07,2593
2025-11-11 18:50:37.547028,99.1211,99.1211,1.50605e-05,2520
2025-11-11 18:50:37.551487,99.1211,99.1211,1.50605e-05,2409
2025-11-11 18:50:37.556548,99.1211,99.1211,1.1055e-07,2902
2025-11-11 18:50:37.561170,99.1211,99.1211,1.1055e-07,2711
2025-11-11 18:50:37.566058,99.1211,99.1211,1.1055e-07,2663
2025-11-11 18:50:37.570640,99.1211,99.1211,1.1055e-07,2471
2025-11-11 18:50:37.575203,99.1211,99.1211,1.1055e-07,2145
2025-11-11 18:50:37.580271,99.1211,99.1211,1.50605e-05,2292
2025-11-11 18:50:37.584807,99.1211,99.1211,1.50605e-05,2225
2025-11-11 18:50:37.590103,99.1211,99.1211,1.50605e-05,2170
2025-11-11 18:50:37.594751,99.1211,99.1211,1.50605e-05,1968
2025-11-11 18:50:37.600475,99.1211,99.1211,1.69465e-06,1987
2025-11-11 18:50:37.605283,99.1211,99.1211,1.70776e-05,2028
2025-11-11 18:50:37.609727,99.1211,99.1211,1.70776e-05,2027
2025-11-11 18:50:37.614281,99.1211,99.1211,1.70776e-05,1964
2025-11-11 18:50:37.618461,99.1211,99.1211,1.69465e-06,1892
2025-11-11 18:50:37.623478,99.1211,99.1211,1.50605e-05,1801
2025-11-11 18:50:37.628534,99.1211,99.1211,1.50605e-05,1793
2025-11-11 18:50:37.633340,99.1211,99.1211,1.1055e-07,1788
2025-11-11 18:50:37.638024,99.1211,99.1211,1.50605e-05,1979
2025-11-11 18:50:37.643162,99.1211,99.1211,1.69465e-06,2362
2025-11-11 18:50:37.648082,99.1211,99.1211,1.69465e-06,2115
2025-11-11 18:50:37.652843,99.1211,99.1211,1.69465e-06,1976
2025-11-11 18:50:37.657871,99.1211,99.1211,1.69465e-06,1952
2025-11-11 18:50:37.662851,99.1211,99.1211,1.50605e-05,2104
2025-11-11 18:50:37.667346,99.1211,99.1211,1.1055e-07,2264
2025-11-11 18:50:37.672329,99.1211,99.1211,1.1055e-07,2212
2025-11-11 18:50:37.677002,99.1211,99.1211,1.1055e-07,2084
2025-11-11 18:50:37.682582,99.1211,99.1211,1.50605e-05,2173
2025-11-11 18:50:37.687392,99.1211,99.1211,1.1055e-07,1958
2025-11-11 18:50:37.692425,99.1211,99.1211,1.1055e-07,1940
2025-11-11 18:50:37.697244,99.1211,99.1211,1.29873e-06,2161
2025-11-11 18:50:37.701803,99.1211,99.1211,1.29873e-06,2031
2025-11-11 18:50:37.706975,99.1211,99.1211,1.80338e-06,1441
2025-11-11 18:50:37.711669,99.1211,99.1211,1.80338e-06,1390
2025-11-11 18:50:37.716952,99.1211,99.1211,1.29873e-06,1839
2025-11-11 18:50:37.721946,99.1211,99.1211,1.29873e-06,1837
2025-11-11 18:50:37.726550,99.1211,99.1211,1.80338e-06,1496
2025-11-11 18:50:37.731470,99.1211,99.1211,1.29873e-06,1906
2025-11-11 18:50:37.736390,99.1211,99.1211,1.29873e-06,1874
2025-11-11 18:50:37.741752,99.1211,99.1211,1.80338e-06,1616
2025-11-11 18:50:37.746894,99.1211,99.1211,6.28571e-06,1376
2025-11-11 18:50:37.752043,99.1211,99.1211,1.23386e-05,1149
2025-11-11 18:50:37.757137,99.1211,99.1212,1.58759e-05,1980
2025-11-11 18:50:37.762219,99.1211,99.1212,1.58759e-05,1862
2025-11-11 18:50:37.766773,99.1211,99.1212,1.58759e-05,1649
2025-11-11 18:50:37.773456,99.1211,99.1211,1.23386e-05,1267
2025-11-11 18:50:37.778770,99.1211,99.1211,1.23386e-05,1116
2025-11-11 18:50:37.784185,99.1211,99.1212,1.58759e-05,1607
2025-11-11 18:50:37.789911,99.1211,99.1212,1.58759e-05,1531
2025-11-11 18:50:37.795084,99.1211,99.1212,1.58759e-05,1490
2025-11-11 18:50:37.799615,99.1211,99.1212,1.58759e-05,1465
2025-11-11 18:50:37.804336,99.1211,99.1212,1.58759e-05,1268
2025-11-11 18:50:37.809693,99.1211,99.1211,1.23386e-05,1410
2025-11-11 18:50:37.814615,99.1211,99.1211,6.28571e-06,1461
2025-11-11 18:50:37.819339,99.1211,99.1211,1.23386e-05,1560
2025-11-11 18:50:37.824093,99.1211,99.1211,1.23386e-05,1103
2025-11-11 18:50:37.829568,99.1211,99.1211,1.23386e-05,936
2025-11-11 18:50:37.834217,99.1211,99.1211,1.23386e-05,933
2025-11-11 18:50:37.838908,99.1211,99.1212,1.58759e-05,1272
2025-11-11 18:50:37.843701,99.1211,99.1212,1.58759e-05,1143
2025-11-11 18:50:37.849072,99.1211,99.1211,1.23386e-05,852
2025-11-11 18:50:37.854234,99.1211,99.1211,6.28571e-06,1295
2025-11-11 18:50:37.858819,99.1211,99.1211,6.28571e-06,1257
2025-11-11 18:50:37.864062,99.1211,99.1211,1.80338e-06,1643
2025-11-11 18:50:37.868741,99.1211,99.1211,1.80338e-06,1499
2025-11-11 18:50:37.873458,99.1211,99.1211,1.80338e-06,1397
2025-11-11 18:50:37.878750,99.1211,99.1211,1.29873e-06,2021
2025-11-11 18:50:37.884437,99.1211,99.1211,1.1055e-07,2434
2025-11-11 18:50:37.889499,99.1211,99.1211,1.1055e-07,2416
2025-11-11 18:50:37.895669,99.1211,99.1211,1.50605e-05,2485
2025-11-11 18:50:37.901567,99.1211,99.1211,1.69465e-06,2214
2025-11-11 18:50:37.906401,99.1211,99.1211,1.69465e-06,2163
2025-11-11 18:50:37.912135,99.1211,99.1211,1.70776e-05,2052
2025-11-11 18:50:37.917097,99.1211,99.1211,1.70776e-05,2005
2025-11-11 18:50:37.921702,99.1211,99.1211,1.70776e-05,1995
2025-11-11 18:50:37.927369,99.1211,99.1211,1.70776e-05,1909
2025-11-11 18:50:37.932614,99.1211,99.1211,1.70776e-05,1788
2025-11-11 18:50:37.937149,99.1211,99.1211,1.69465e-06,1886
2025-11-11 18:50:37.942419,99.1211,99.1211,1.69465e-06,1773
2025-11-11 18:50:37.947378,99.1211,99.1211,1.50605e-05,2247
2025-11-11 18:50:37.952087,99.1211,99.1211,1.1055e-07,2112
2025-11-11 18:50:37.957238,99.1211,99.1211,1.1055e-07,2048
2025-11-11 18:50:37.962515,99.1211,99.1211,1.50605e-05,2551
2025-11-11 18:50:37.967514,99.1211,99.1211,1.50605e-05,2485
2025-11-11 18:50:37.972710,99.1211,99.1211,1.69465e-06,2376
2025-11-11 18:50:37.978054,99.1211,99.1211,1.69465e-06,2370
2025-11-11 18:50:37.982978,99.1211,99.1211,1.69465e-06,2184
2025-11-11 18:50:37.988269,99.1211,99.1211,1.70776e-05,2308
2025-11-11 18:50:37.993381,99.1211,99.1211,1.18746e-05,1677
2025-11-11 18:50:37.998241,99.1211,99.1211,1.18746e-05,1416
2025-11-11 18:50:38.002920,99.1211,99.1211,1.70776e-05,2505
2025-11-11 18:50:38.008389,99.1211,99.1211,1.70776e-05,2335
2025-11-11 18:50:38.013601,99.1211,99.1211,1.70776e-05,2126
2025-11-11 18:50:38.018341,99.1211,99.1211,1.69465e-06,2195
2025-11-11 18:50:38.024115,99.1211,99.1211,1.70776e-05,2346
2025-11-11 18:50:38.030903,99.1211,99.1211,1.70776e-05,2267
2025-11-11 18:50:38.036386,99.1211,99.1211,1.70776e-05,2226
2025-11-11 18:50:38.042098,99.1211,99.1211,1.70776e-05,2037
2025-11-11 18:50:38.047148,99.1211,99.1211,1.69465e-06,2156
2025-11-11 18:50:38.051840,99.1211,99.1211,1.70776e-05,2390
2025-11-11 18:50:38.057687,99.1211,99.1211,1.18746e-05,2005
2025-11-11 18:50:38.062858,99.1211,99.1211,1.18746e-05,1993
2025-11-11 18:50:38.067712,99.1211,99.1211,1.18746e-05,1965
2025-11-11 18:50:38.072793,99.1211,99.1211,1.18746e-05,1873
2025-11-11 18:50:38.078150,99.1211,99.1211,1.70776e-05,2271
2025-11-11 18:50:38.084634,99.1211,99.1211,1.70776e-05,2257
2025-11-11 18:50:38.090544,99.1211,99.1211,1.18746e-05,1718
2025-11-11 18:50:38.095577,99.1211,99.1211,1.70776e-05,2454
2025-11-11 18:50:38.100711,99.1211,99.1211,1.70776e-05,2140
2025-11-11 18:50:38.106336,99.1211,99.1211,1.18746e-05,1965
2025-11-11 18:50:38.112442,99.1211,99.1211,2.22812e-06,1983
2025-11-11 18:50:38.117186,99.1211,99.1211,4.64176e-06,1983
2025-11-11 18:50:38.122662,99.1211,99.1211,2.22812e-06,1886
2025-11-11 18:50:38.128002,99.1211,99.1211,2.22812e-06,1882
2025-11-11 18:50:38.132959,99.1211,99.1211,1.18746e-05,1922
2025-11-11 18:50:38.138172,99.1211,99.1211,1.18746e-05,1498
2025-11-11 18:50:38.143611,99.1211,99.1211,1.18746e-05,1386
2025-11-11 18:50:38.148542,99.1211,99.1211,1.70776e-05,1850
2025-11-11 18:50:38.153333,99.1211,99.1211,1.69465e-06,1805
2025-11-11 18:50:38.158436,99.1211,99.1211,1.70776e-05,1796
2025-11-11 18:50:38.163423,99.1211,99.1211,1.18746e-05,1522
2025-11-11 18:50:38.168815,99.1211,99.1211,2.22812e-06,1435
2025-11-11 18:50:38.173781,99.1211,99.1211,2.22812e-06,1433
2025-11-11 18:50:38.178524,99.1211,99.1211,2.22812e-06,1419
2025-11-11 18:50:38.183171,99.1211,99.1211,4.64176e-06,1221
2025-11-11 18:50:38.188242,99.1211,99.1211,2.22812e-06,1873
2025-11-11 18:50:38.193613,99.1211,99.1211,1.18746e-05,1917
2025-11-11 18:50:38.198415,99.1211,99.1211,1.70776e-05,2317
2025-11-11 18:50:38.203435,99.1211,99.1211,1.70776e-05,2306
2025-11-11 18:50:38.208151,99.1211,99.1211,1.18746e-05,1768
2025-11-11 18:50:38.213427,99.1211,99.1211,1.18746e-05,1748
2025-11-11 18:50:38.218790,99.1211,99.1211,2.22812e-06,1755
2025-11-11 18:50:38.224111,99.1211,99.1211,1.18746e-05,2253
2025-11-11 18:50:38.229145,99.1211,99.1211,1.70776e-05,2774
2025-11-11 18:50:38.234285,99.1211,99.1211,1.69465e-06,3192
2025-11-11 18:50:38.239171,99.1211,99.1211,1.50605e-05,3469
2025-11-11 18:50:38.244012,99.1211,99.1211,1.50605e-05,3194
2025-11-11 18:50:38.248953,99.1211,99.1211,1.69465e-06,3159
2025-11-11 18:50:38.253858,99.1211,99.1211,1.69465e-06,3140
2025-11-11 18:50:38.259192,99.1211,99.1211,1.69465e-06,2836
2025-11-11 18:50:38.264086,99.1211,99.1211,1.69465e-06,2759
2025-11-11 18:50:38.269188,99.1211,99.1211,1.50605e-05,3074
2025-11-11 18:50:38.274478,99.1211,99.1211,1.50605e-05,2914
2025-11-11 18:50:38.279423,99.1211,99.1211,1.69465e-06,2582
2025-11-11 18:50:38.284079,99.1211,99.1211,1.69465e-06,2572
2025-11-11 18:50:38.289058,99.1211,99.1211,1.69465e-06,2561
2025-11-11 18:50:38.294027,99.1211,99.1211,1.69465e-06,2274
2025-11-11 18:50:38.299095,99.1211,99.1211,1.50605e-05,3245
2025-11-11 18:50:38.303994,99.1211,99.1211,1.1055e-07,3009
2025-11-11 18:50:38.308921,99.1211,99.1211,1.1055e-07,3000
2025-11-11 18:50:38.313827,99.1211,99.1211,1.29873e-06,2754
2025-11-11 18:50:38.318417,99.1211,99.1211,1.29873e-06,2470
2025-11-11 18:50:38.323615,99.1211,99.1211,1.1055e-07,3320
2025-11-11 18:50:38.328449,99.1211,99.1211,1.29873e-06,2539
2025-11-11 18:50:38.333312,99.1211,99.1211,1.1055e-07,3223
2025-11-11 18:50:38.338543,99.1211,99.1211,1.29873e-06,2681
2025-11-11 18:50:38.343654,99.1211,99.1211,1.29873e-06,2574
2025-11-11 18:50:38.349119,99.1211,99.1211,1.29873e-06,2461
2025-11-11 18:50:38.354172,99.1211,99.1211,1.29873e-06,2319
2025-11-11 18:50:38.358860,99.1211,99.1211,1.80338e-06,2281
2025-11-11 18:50:38.363971,99.1211,99.1211,1.80338e-06,2200
2025-11-11 18:50:38.368672,99.1211,99.1211,1.29873e-06,2427
2025-11-11 18:50:38.374217,99.1211,99.1211,1.29873e-06,2210
2025-11-11 18:50:38.379154,99.1211,99.1211,1.29873e-06,2126
2025-11-11 18:50:38.384713,99.1211,99.1211,1.80338e-06,2566
2025-11-11 18:50:38.389854,99.1211,99.1211,1.80338e-06,2537
2025-11-11 18:50:38.394917,99.1211,99.1211,1.80338e-06,2515
2025-11-11 18:50:38.399678,99.1211,99.1211,6.28571e-06,2413
2025-11-11 18:50:38.405008,99.1211,99.1211,1.80338e-06,2552
2025-11-11 18:50:38.409986,99.1211,99.1211,6.28571e-06,2427
2025-11-11 18:50:38.415681,99.1211,99.1211,6.28571e-06,2243
2025-11-11 18:50:38.420655,99.1211,99.1211,6.28571e-06,2207
2025-11-11 18:50:38.425625,99.1211,99.1211,6.28571e-06,2111
2025-11-11 18:50:38.430548,99.1211,99.1211,1.80338e-06,2303
2025-11-11 18:50:38.435443,99.1211,99.1211,1.80338e-06,1897
2025-11-11 18:50:38.440763,99.1211,99.1211,1.80338e-06,1895
2025-11-11 18:50:38.445449,99.1211,99.1211,1.29873e-06,2050
2025-11-11 18:50:38.450590,99.1211,99.1211,1.1055e-07,2354
2025-11-11 18:50:38.455467,99.1211,99.1211,1.29873e-06,1809
2025-11-11 18:50:38.460143,99.1211,99.1211,1.29873e-06,1787
2025-11-11 18:50:38.464838,99.1211,99.1211,1.29873e-06,1768
2025-11-11 18:50:38.469181,99.1211,99.1211,1.29873e-06,1735
2025-11-11 18:50:38.475018,99.1211,99.1211,1.1055e-07,2299
2025-11-11 18:50:38.480013,99.1211,99.1211,1.50605e-05,2988
2025-11-11 18:50:38.485263,99.1211,99.1211,1.50605e-05,2748
2025-11-11 18:50:38.490006,99.1211,99.1211,1.50605e-05,2384
